ID Cliente,Abandono,Género,Mayor de 65 años,Tiene Pareja,Tiene Dependientes,Duración del Contrato (meses),Servicio Telefónico,Múltiples Líneas,Servicio de Internet,Seguridad en Línea,Respaldo en Línea,Protección del Dispositivo,Soporte Técnico,TV por Cable,Streaming de Películas,Tipo de Contrato,Facturación Sin Papel,Método de Pago,Costo Mensual,Costo Total,Costo Diario,Rango de Contrato,Cantidad de Servicios Contratados
3884-HCSWG,1,F,False,0,0,17,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,70.0,1144.5,2.33,11-20,0
3884-UEBXB,0,F,False,1,1,67,0,-1,DSL,1,1,0,0,0,0,Bianual,0,Transferencia bancaria (automático),36.15,2434.45,1.2,61-70,2
3886-CERTZ,1,F,False,1,0,72,1,1,Fibra Óptica,0,1,1,1,1,1,Anual,1,Cheque electrónico,109.25,8109.8,3.64,71+,6
3887-PBQAO,0,F,False,1,1,45,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,1,Tarjeta de crédito (automático),25.9,1216.6,0.86,41-50,1
3889-VWBID,0,M,False,1,1,68,1,0,DSL,1,1,0,1,1,1,Bianual,0,Transferencia bancaria (automático),82.85,5776.45,2.76,61-70,5
3890-RTCMS,0,M,False,0,0,16,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque por Correo,49.45,799.0,1.65,11-20,1
3891-NLXJB,0,M,False,0,0,37,0,-1,DSL,1,1,0,1,0,0,Bianual,1,Cheque por Correo,40.55,1390.85,1.35,31-40,3
3891-PUQOD,1,F,False,0,1,1,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque electrónico,59.2,59.2,1.97,0-10,2
3892-NXAZG,0,M,False,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),114.05,8289.2,3.8,71+,7
3893-JRNFS,0,M,False,0,0,68,0,-1,DSL,0,0,1,0,0,1,Mensual,1,Transferencia bancaria (automático),39.9,2796.35,1.33,61-70,2
3896-RCYYE,0,F,False,0,0,67,0,-1,DSL,0,0,1,1,1,1,Mensual,1,Tarjeta de crédito (automático),53.4,3579.15,1.78,61-70,4
3896-ZVNET,0,F,False,1,1,24,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,24.7,571.75,0.82,21-30,1
3898-BSJYF,0,F,False,0,1,10,1,1,DSL,1,0,1,1,0,1,Anual,0,Tarjeta de crédito (automático),73.55,693.3,2.45,11-20,5
3898-GUYTS,0,F,True,0,0,45,1,1,Fibra Óptica,1,1,0,1,1,0,Mensual,1,Cheque electrónico,97.05,4385.05,3.24,41-50,5
3900-AQPHZ,1,F,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.9,19.9,0.66,0-10,0
3902-FOIGH,1,M,True,1,0,12,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,101.35,1218.55,3.38,11-20,4
3902-MIVLE,0,M,False,1,1,63,1,1,DSL,1,0,1,1,0,1,Bianual,0,Cheque por Correo,75.7,4676.7,2.52,61-70,5
3904-UKFRE,0,M,False,0,0,4,1,1,Fibra Óptica,1,0,0,0,0,0,Mensual,1,Cheque electrónico,80.1,336.15,2.67,0-10,2
3908-BLSYF,1,F,False,0,0,6,1,0,Fibra Óptica,0,0,1,0,0,1,Mensual,0,Cheque electrónico,83.9,497.55,2.8,0-10,2
3908-MKIMJ,0,M,True,1,0,68,0,-1,DSL,1,1,1,0,0,0,Bianual,1,Cheque electrónico,41.95,2965.75,1.4,61-70,3
3910-MRQOY,0,F,False,1,0,72,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),19.4,1496.45,0.65,71+,0
3911-RSNHI,0,F,False,1,0,71,0,-1,DSL,0,1,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),61.4,4310.35,2.05,71+,5
3913-FCUUW,0,F,False,1,1,72,1,1,DSL,1,1,1,1,0,0,Bianual,1,Transferencia bancaria (automático),70.45,5165.7,2.35,71+,5
3913-RDSJZ,0,F,False,1,0,64,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,25.55,1714.95,0.85,61-70,1
3914-FDRHP,0,M,False,0,0,9,1,0,Fibra Óptica,0,0,0,1,1,0,Mensual,0,Cheque electrónico,86.25,770.5,2.88,0-10,2
3915-ODIYG,0,M,True,0,0,60,1,1,DSL,1,1,0,0,0,1,Anual,1,Cheque electrónico,71.75,4374.55,2.39,61-70,4
3916-NRPAP,0,M,False,0,0,3,1,0,Fibra Óptica,0,0,1,0,0,1,Mensual,0,Tarjeta de crédito (automático),85.7,256.75,2.86,0-10,2
3920-HIHMQ,0,F,False,0,1,26,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque por Correo,49.5,1265.65,1.65,21-30,1
3923-CSIHK,1,F,True,1,0,50,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,71.05,3444.85,2.37,51-60,0
3926-CUQZX,1,M,False,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),45.1,45.1,1.5,0-10,0
3926-YZVVX,0,F,False,0,0,41,1,0,DSL,0,0,0,1,0,0,Anual,0,Transferencia bancaria (automático),50.05,2029.05,1.67,41-50,1
3927-NLNRY,1,M,False,1,0,53,1,0,Fibra Óptica,0,1,0,0,1,1,Anual,1,Transferencia bancaria (automático),94.25,4867.95,3.14,51-60,3
3930-ZGWVE,0,M,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.75,19.75,0.66,0-10,0
3932-CMDTD,1,F,False,0,0,4,1,0,Fibra Óptica,0,1,1,1,1,1,Anual,1,Cheque electrónico,105.65,443.9,3.52,0-10,5
3932-IJWDZ,0,M,False,0,0,45,1,1,Fibra Óptica,0,0,1,1,1,1,Mensual,1,Transferencia bancaria (automático),103.65,4747.85,3.46,41-50,5
3933-DQPWX,0,F,False,0,0,50,0,-1,DSL,0,1,1,1,0,0,Bianual,0,Tarjeta de crédito (automático),39.7,1932.75,1.32,51-60,3
3934-HXCFZ,1,M,False,1,0,23,1,1,Fibra Óptica,1,1,1,0,1,0,Mensual,1,Cheque electrónico,99.25,2186.4,3.31,21-30,5
3935-TBRZZ,0,M,False,1,1,44,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,25.7,1110.5,0.86,41-50,1
3936-QQFLL,0,M,False,0,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,19.75,39.3,0.66,0-10,0
3938-YFPXD,0,M,False,0,0,72,1,1,DSL,1,0,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),84.3,5997.1,2.81,71+,6
3941-XTSKM,0,M,False,1,1,42,0,-1,DSL,0,1,1,0,0,1,Anual,1,Tarjeta de crédito (automático),45.1,2049.05,1.5,41-50,3
3943-KDREE,1,F,False,0,0,26,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),74.95,1834.95,2.5,21-30,1
3945-GFWQL,1,F,False,0,1,12,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,44.55,480.6,1.48,11-20,0
3946-JEWRQ,0,M,False,1,0,47,1,1,Fibra Óptica,0,0,0,0,1,1,Anual,1,Tarjeta de crédito (automático),95.2,4563.0,3.17,41-50,3
3946-MHCZW,1,M,False,0,0,1,1,0,DSL,0,0,1,0,0,0,Mensual,0,Cheque por Correo,50.9,50.9,1.7,0-10,1
3948-FVVRP,0,M,False,1,1,9,1,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque por Correo,54.8,452.8,1.83,0-10,2
3948-KXDUF,0,M,False,0,0,66,1,1,DSL,1,1,1,1,0,0,Bianual,0,Transferencia bancaria (automático),68.75,4447.55,2.29,61-70,5
3948-XHGNA,1,M,False,0,0,24,1,0,DSL,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),49.55,1210.4,1.65,21-30,1
3950-VPYJB,0,M,False,1,1,57,1,0,DSL,1,1,0,1,0,0,Anual,0,Cheque por Correo,59.6,3509.4,1.99,51-60,3
3951-NJCVI,0,F,True,1,0,42,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.05,3944.5,3.17,41-50,3
3955-JBZZM,0,M,False,0,0,20,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,0,Cheque electrónico,78.8,1641.3,2.63,21-30,1
3956-CJUST,0,F,True,0,0,23,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),75.4,1643.55,2.51,21-30,1
3956-MGXOG,0,F,False,0,0,28,1,0,Fibra Óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,80.6,2244.95,2.69,21-30,1
3957-HHLMR,0,F,False,1,1,70,1,1,DSL,1,0,0,0,0,1,Anual,0,Transferencia bancaria (automático),65.2,4543.15,2.17,71+,3
3957-LXOLK,1,F,True,0,0,28,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,106.15,3152.5,3.54,21-30,5
3957-SQXML,0,F,False,1,1,34,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),24.95,894.3,0.83,31-40,1
3961-SXAXY,0,M,False,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),44.05,44.05,1.47,0-10,0
3963-RYFNS,0,F,False,0,0,72,1,1,Fibra Óptica,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),116.45,8013.55,3.88,71+,7
3966-HRMZA,0,F,True,0,0,3,1,0,Fibra Óptica,0,0,1,0,0,0,Mensual,0,Cheque por Correo,75.05,202.9,2.5,0-10,1
3967-KXAPS,0,M,False,1,0,72,1,1,DSL,1,1,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),92.3,6719.9,3.08,71+,7
3967-VQOGC,0,F,False,1,1,67,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,24.9,1680.25,0.83,61-70,1
3969-GYXEL,0,F,False,0,0,11,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,0,Cheque electrónico,76.4,838.7,2.55,11-20,1
3969-JQABI,0,F,False,1,0,58,1,0,DSL,1,1,0,0,1,0,Mensual,1,Tarjeta de crédito (automático),65.25,3791.6,2.17,51-60,3
3970-XGJDU,0,F,False,0,0,62,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Tarjeta de crédito (automático),19.2,1123.65,0.64,61-70,0
3973-SKMLN,0,M,False,0,0,71,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Tarjeta de crédito (automático),19.9,1355.1,0.66,71+,0
3976-BWUCK,1,F,False,1,0,30,1,1,Fibra Óptica,0,1,0,1,1,0,Mensual,1,Tarjeta de crédito (automático),94.1,2804.45,3.14,31-40,4
3976-HXHCE,0,M,False,0,0,72,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),19.3,1414.8,0.64,71+,0
3976-NLDEZ,0,M,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.6,20.6,0.69,0-10,0
3977-QCRSL,0,F,False,0,0,5,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.15,117.95,0.67,0-10,0
3978-YNKDD,0,M,False,0,1,19,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),20.85,467.5,0.7,11-20,0
3981-QSVQI,0,M,False,0,0,8,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Transferencia bancaria (automático),19.7,168.9,0.66,0-10,0
3982-DQLUS,0,M,True,1,1,65,1,1,Fibra Óptica,1,1,0,0,0,0,Mensual,1,Cheque electrónico,85.75,5688.45,2.86,61-70,3
3982-JGSFD,0,M,False,0,0,36,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,1,Tarjeta de crédito (automático),20.35,695.85,0.68,31-40,0
3982-XWFZQ,1,F,False,1,0,42,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,50.25,2203.65,1.68,41-50,1
3985-HOYPM,0,M,False,0,0,26,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,19.4,525.55,0.65,21-30,0
3987-KQDDU,0,M,False,0,0,9,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,0,Cheque electrónico,75.6,661.55,2.52,0-10,1
3988-RQIXO,1,F,True,0,0,1,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,91.3,91.3,3.04,0-10,2
3990-QYKBE,1,M,True,1,0,37,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,92.5,3473.4,3.08,31-40,3
3992-YWPKO,1,F,False,0,0,6,1,1,Fibra Óptica,0,1,1,1,1,1,Mensual,1,Tarjeta de crédito (automático),109.9,669.45,3.66,0-10,6
3995-WFCSM,0,F,False,0,0,2,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque electrónico,60.85,111.4,2.03,0-10,2
3996-ZNWYK,0,M,True,1,1,71,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.8,1388.45,0.66,71+,0
3999-QGRJH,1,M,True,0,0,8,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,69.7,560.85,2.32,0-10,0
3999-WRNGR,0,F,False,1,1,60,0,-1,DSL,0,1,0,0,1,1,Mensual,1,Cheque electrónico,49.75,3069.45,1.66,61-70,3
4000-VGMQP,0,M,False,1,1,38,1,1,DSL,0,1,1,0,1,1,Anual,0,Tarjeta de crédito (automático),78.95,2862.55,2.63,31-40,5
4001-TSBTV,0,F,False,1,1,58,1,0,Fibra Óptica,0,1,1,0,1,0,Mensual,1,Cheque electrónico,91.55,5511.65,3.05,51-60,3
4002-BQWPQ,0,M,False,0,0,25,1,1,DSL,1,1,1,1,0,1,Mensual,0,Transferencia bancaria (automático),81.75,2028.8,2.72,21-30,6
4003-FUSHP,0,M,False,0,0,19,1,0,DSL,0,0,0,1,1,0,Mensual,1,Tarjeta de crédito (automático),61.55,1093.2,2.05,11-20,2
4003-OCTMP,0,F,False,1,0,31,1,0,DSL,1,0,0,1,0,1,Anual,1,Cheque electrónico,64.0,1910.75,2.13,31-40,3
4006-HKYHO,0,M,False,0,0,63,1,0,DSL,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),86.7,5309.5,2.89,61-70,6
4007-NHVHI,0,F,True,0,0,56,1,1,Fibra Óptica,1,1,0,0,0,1,Mensual,1,Cheque electrónico,96.85,5219.65,3.23,51-60,4
4009-ALQFH,1,F,False,0,0,25,1,0,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,99.5,2369.05,3.32,21-30,4
4010-YLMVT,0,F,False,0,0,56,1,1,Fibra Óptica,1,1,0,0,1,1,Mensual,1,Tarjeta de crédito (automático),106.6,5893.95,3.55,51-60,5
4011-ARPHK,0,M,False,0,0,27,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque por Correo,50.35,1411.35,1.68,21-30,1
4012-YCFAI,0,M,False,1,0,60,1,0,DSL,1,1,0,1,0,0,Bianual,1,Cheque por Correo,61.35,3766.2,2.04,61-70,3
4012-ZTHBR,0,F,False,1,1,21,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,44.95,926.25,1.5,21-30,0
4013-GUXND,0,M,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.8,20.8,0.69,0-10,0
4013-TLDHQ,1,M,False,0,0,19,1,0,Fibra Óptica,0,1,1,0,0,0,Mensual,1,Cheque electrónico,78.25,1490.95,2.61,11-20,2
4013-UBXWQ,1,F,False,0,0,7,1,1,DSL,0,0,0,1,1,1,Mensual,1,Cheque electrónico,74.65,521.1,2.49,0-10,4
4016-BJKTZ,0,F,False,0,0,25,1,1,Fibra Óptica,0,1,1,1,1,1,Bianual,0,Cheque electrónico,108.9,2809.05,3.63,21-30,6
4018-KJYUY,0,M,False,0,1,22,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),20.15,432.5,0.67,21-30,0
4018-PPNDW,0,F,False,1,1,61,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,24.1,1551.6,0.8,61-70,1
4020-KIUDI,0,M,False,1,1,6,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),19.85,138.85,0.66,0-10,0
4021-RQSNY,1,M,True,1,0,29,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,98.5,3004.15,3.28,21-30,4
4023-RTIQM,0,F,True,1,0,31,0,-1,DSL,1,1,1,0,0,1,Anual,1,Tarjeta de crédito (automático),50.4,1580.1,1.68,31-40,4
4024-CSNBY,0,F,False,1,0,72,1,1,Fibra Óptica,1,1,1,1,0,0,Bianual,1,Transferencia bancaria (automático),94.25,6849.75,3.14,71+,5
4026-SKKHW,0,M,False,0,0,3,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque por Correo,50.25,152.3,1.68,0-10,1
4029-HPFVY,0,M,False,0,0,3,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque por Correo,70.3,220.4,2.34,0-10,0
4030-VPZBD,1,F,False,0,0,2,0,-1,DSL,0,0,0,1,0,0,Mensual,1,Cheque electrónico,30.9,59.05,1.03,0-10,1
4032-RMHCI,0,F,False,1,1,41,0,-1,DSL,1,0,1,0,0,0,Anual,0,Tarjeta de crédito (automático),35.4,1412.4,1.18,41-50,2
4039-HEUNW,1,M,True,1,0,36,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,96.5,3436.1,3.22,31-40,4
4039-PIMHX,0,M,True,1,0,49,1,0,DSL,0,1,0,0,0,0,Bianual,0,Cheque por Correo,49.8,2398.4,1.66,41-50,1
4043-MKDTV,0,M,False,1,0,71,1,0,Fibra Óptica,0,1,1,1,1,1,Bianual,1,Cheque electrónico,105.25,7291.75,3.51,71+,5
4049-ZPALD,0,F,False,1,0,64,1,0,Fibra Óptica,1,0,1,0,1,1,Bianual,1,Transferencia bancaria (automático),99.0,6375.8,3.3,61-70,4
4054-CUMIA,0,F,False,1,1,18,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque por Correo,20.25,401.95,0.68,11-20,0
4056-QHXHZ,0,F,False,1,1,72,1,1,Fibra Óptica,1,0,1,1,1,1,Bianual,0,Cheque por Correo,107.45,7576.7,3.58,71+,6
4057-FKCZK,0,M,False,1,1,58,1,1,Fibra Óptica,0,0,0,0,1,0,Bianual,0,Transferencia bancaria (automático),82.5,4828.05,2.75,51-60,2
4059-IIEBK,0,F,False,0,0,7,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Transferencia bancaria (automático),78.55,522.95,2.62,0-10,2
4060-LDNLU,0,M,False,0,0,7,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,0,Cheque electrónico,96.2,639.7,3.21,0-10,3
4061-UKJWL,0,M,False,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por Correo,45.45,141.7,1.52,0-10,0
4062-HBMOS,0,M,False,0,0,52,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,103.05,5364.8,3.44,51-60,5
4063-EIKNQ,0,M,False,1,1,11,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Transferencia bancaria (automático),20.95,267.35,0.7,11-20,0
4065-JJAVA,0,F,False,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque electrónico,49.5,49.5,1.65,0-10,1
4067-HLYQI,0,F,False,0,0,33,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),70.4,2406.1,2.35,31-40,0
4070-OKWVH,0,F,False,1,0,52,1,1,Fibra Óptica,0,1,1,0,1,0,Mensual,0,Transferencia bancaria (automático),94.6,5025.8,3.15,51-60,4
4072-IPYLT,0,F,False,1,1,36,1,0,DSL,1,0,0,0,0,0,Mensual,0,Tarjeta de crédito (automático),51.05,1815.0,1.7,31-40,1
4074-SJFFA,1,F,False,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque por Correo,54.75,54.75,1.82,0-10,1
4075-JFPGR,0,F,False,1,0,51,1,0,Fibra Óptica,1,1,1,0,1,0,Anual,1,Cheque electrónico,93.5,4619.55,3.12,51-60,4
4075-WKNIU,0,F,False,1,1,0,1,1,DSL,0,1,1,1,1,0,Bianual,0,Cheque por Correo,73.35,0.0,2.44,0-10,5
4077-CROMM,1,F,False,1,1,31,1,1,Fibra Óptica,0,0,1,1,1,1,Mensual,1,Cheque electrónico,104.2,3243.45,3.47,31-40,5
4077-HWUYD,0,M,False,1,1,72,1,1,DSL,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),87.55,6463.15,2.92,71+,7
4078-SAYYN,1,F,False,0,0,11,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,100.75,1129.75,3.36,11-20,4
4079-ULGFR,0,M,False,0,0,16,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.0,275.7,0.67,11-20,0
4079-VTGLK,0,M,True,1,0,30,1,1,DSL,0,0,1,0,1,1,Bianual,0,Cheque electrónico,74.85,2181.75,2.49,31-40,4
4079-WWQQQ,0,M,False,0,0,72,0,-1,DSL,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),65.55,4807.45,2.18,71+,6
4080-IIARD,0,F,False,1,0,13,1,1,DSL,1,1,0,1,1,0,Mensual,1,Cheque electrónico,76.2,981.45,2.54,11-20,5
4080-OGPJL,1,F,False,0,0,8,1,1,DSL,1,0,0,1,0,1,Mensual,0,Cheque electrónico,71.15,563.65,2.37,0-10,4
4081-DYXAV,1,F,False,0,0,19,0,-1,DSL,0,0,0,0,1,1,Anual,1,Tarjeta de crédito (automático),44.85,893.55,1.5,11-20,2
4083-BFNYK,0,F,True,1,0,38,1,1,Fibra Óptica,1,1,0,0,0,1,Anual,0,Tarjeta de crédito (automático),95.0,3591.25,3.17,31-40,4
4083-EUGRJ,1,M,False,0,0,9,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.25,178.5,0.68,0-10,0
4086-ATNFV,0,F,False,1,1,34,1,0,DSL,1,1,1,0,0,0,Anual,1,Cheque por Correo,60.8,2042.05,2.03,31-40,3
4086-WITJG,0,M,False,1,1,71,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.7,1301.1,0.66,71+,0
4086-YQSNZ,1,F,True,1,0,3,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,80.4,224.05,2.68,0-10,1
4088-YLDSU,1,M,False,1,0,55,1,1,Fibra Óptica,0,0,1,1,1,1,Anual,1,Cheque electrónico,104.15,5743.05,3.47,51-60,5
4090-KPJIP,0,F,False,0,0,3,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.95,212.4,2.5,0-10,1
4091-TVOCN,0,M,False,0,1,48,1,1,DSL,1,0,1,0,1,1,Anual,1,Tarjeta de crédito (automático),78.75,3682.45,2.62,41-50,5
4092-OFQZS,0,M,False,1,0,20,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,20.65,417.5,0.69,21-30,0
4094-NSEDU,1,F,True,0,0,21,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,94.25,1973.75,3.14,21-30,3
4097-YODCF,0,M,False,0,1,34,1,1,Fibra Óptica,1,1,0,0,1,1,Anual,1,Cheque electrónico,103.8,3470.8,3.46,31-40,5
4098-NAUKP,0,M,True,1,1,68,1,1,Fibra Óptica,0,1,1,0,0,0,Mensual,1,Cheque electrónico,84.65,5683.6,2.82,61-70,3
4102-HLENU,0,F,False,1,0,67,1,1,DSL,1,1,1,0,0,0,Bianual,0,Cheque por Correo,65.65,4322.85,2.19,61-70,4
4102-OQUPX,1,M,True,1,0,1,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.4,74.4,2.48,0-10,1
4104-PVRPS,0,M,False,1,0,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque por Correo,53.6,1315.35,1.79,21-30,2
4106-HADHQ,1,M,False,1,1,39,1,0,DSL,1,0,1,1,1,1,Anual,0,Tarjeta de crédito (automático),80.0,3182.95,2.67,31-40,5
4109-CYRBD,0,M,True,1,0,29,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,51.6,1442.0,1.72,21-30,1
4110-PFEUZ,1,F,False,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,0,Cheque por Correo,69.55,69.55,2.32,0-10,0
4111-BNXIF,0,F,False,1,1,67,0,-1,DSL,0,1,1,1,1,1,Bianual,1,Cheque electrónico,59.55,4103.9,1.98,61-70,5
4112-LUEIZ,1,M,False,0,0,10,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,89.5,863.1,2.98,11-20,2
4114-QMKVN,0,F,False,1,1,56,1,1,DSL,1,1,0,0,0,1,Anual,0,Transferencia bancaria (automático),68.75,3815.4,2.29,51-60,4
4115-BNPJY,0,M,False,1,1,29,1,0,DSL,0,0,1,1,1,1,Bianual,0,Cheque por Correo,75.55,2054.4,2.52,21-30,4
4115-NZRKS,0,F,True,0,0,7,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,89.15,574.35,2.97,0-10,2
4115-UMJFQ,0,M,False,0,0,69,0,-1,DSL,0,1,1,0,0,0,Anual,1,Transferencia bancaria (automático),35.75,2492.25,1.19,61-70,2
4116-IQRFR,0,M,False,1,1,4,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Tarjeta de crédito (automático),24.1,73.1,0.8,0-10,1
4116-TZAQJ,1,F,False,0,0,9,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),74.25,639.65,2.48,0-10,1
4118-CEVPF,0,F,True,0,0,35,1,1,Fibra Óptica,1,1,1,1,1,1,Anual,1,Transferencia bancaria (automático),110.8,3836.3,3.69,31-40,7
4119-ZYPZY,0,M,True,0,0,71,1,1,Fibra Óptica,0,1,0,1,1,1,Bianual,1,Cheque electrónico,106.8,7623.2,3.56,71+,5
4121-AGSIN,0,F,False,1,1,58,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,1,Tarjeta de crédito (automático),24.5,1497.9,0.82,51-60,1
4123-DVHPH,0,M,False,1,0,9,1,1,Fibra Óptica,1,0,0,0,0,1,Mensual,1,Cheque electrónico,88.05,801.3,2.94,0-10,3
4123-FCVCB,0,F,False,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual,1,Cheque por Correo,75.85,854.45,2.53,11-20,4
4124-MMETB,1,M,False,0,0,22,1,1,Fibra Óptica,0,0,0,0,1,1,Mensual,1,Tarjeta de crédito (automático),94.65,2104.55,3.16,21-30,3
4128-ETESU,0,F,True,1,0,47,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,0,Cheque electrónico,99.7,4747.2,3.32,41-50,4
